"id","prev_serial","serial_number","date","tyre_code","description","qty"
"1309","32505359","002032-505359","2025-03-20","125011","7.00 - 12 (5.00)  ACHIEVER PLUS BLACK STD","0"
"1310","32505360","002032-505360","2025-03-20","125011","7.00 - 12 (5.00)  ACHIEVER PLUS BLACK STD","0"
"1311","32505361","002032-505361","2025-03-20","125011","7.00 - 12 (5.00)  ACHIEVER PLUS BLACK STD","0"
"1312","32505362","002032-505362","2025-03-20","125011","7.00 - 12 (5.00)  ACHIEVER PLUS BLACK STD","0"
"1313","32505363","002032-505363","2025-03-20","712073","16 x 7 x 10 1/2 ATIRE RUNNER BAND NM SM","0"
"1314","32505364","002032-505364","2025-03-20","720071","21 x 8 x 15 ATIRE RUNNER BAND BLACK SM","0"
"1315","32505365","002032-505365","2025-03-20","720071","21 x 8 x 15 ATIRE RUNNER BAND BLACK SM","0"
"1316","32505366","002032-505366","2025-03-20","714071","18 x 6 x 12 1/8 ATIRE RUNNER BAND BLACK SM","0"
"1317","32505367","002032-505367","2025-03-20","708071","16 1/4 x 5 x 11 1/4 ATIRE RUNNER BAND BLACK SM","0"
"1318","32505368","002032-505368","2025-03-20","710074","16 x 5 x 10 1/2 ATIRE RUNNER BAND NM TR","0"
"1319","32505369","002032-505369","2025-03-20","711074","16 x 6 x 10 1/2 ATIRE RUNNER BAND NM TR","0"
"1320","32505370","002032-505370","2025-03-20","119042","6.50 - 10 (5.00) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1321","32505371","002032-505371","2025-03-20","119043","6.50 - 10 (5.00) ATIRE RUNNER SOLID  NM STD","0"
"1322","32505372","002032-505372","2025-03-20","119043","6.50 - 10 (5.00) ATIRE RUNNER SOLID  NM STD","0"
"1323","32505373","002032-505373","2025-03-20","125042","7.00 - 12 (5.00) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1324","32505374","002032-505374","2025-03-20","125042","7.00 - 12 (5.00) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1325","32505375","002032-505375","2025-03-20","125041","7.00 - 12 (5.00) ATIRE RUNNER SOLID  BLACK STD","0"
"1326","32505376","002032-505376","2025-03-20","126041","23 x 10 - 12 (8.00) ATIRE RUNNER SOLID  BLACK STD","0"
"1327","32505377","002032-505377","2025-03-20","103042","16 x 6 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1328","32505378","002032-505378","2025-03-20","103042","16 x 6 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1329","32505379","002032-505379","2025-03-20","104041","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK STD","0"
"1330","32505380","002032-505380","2025-03-20","104044","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  NM CLIP","0"
"1331","32505381","002032-505381","2025-03-20","104044","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  NM CLIP","0"
"1332","32505382","002032-505382","2025-03-20","715072","18 x 7 x 12 1/8 ATIRE RUNNER BAND BLACK TR","0"
"1333","32505383","002032-505383","2025-03-20","716074","18 x 8 x 12 1/8 ATIRE RUNNER BAND NM TR","0"
"1334","32505384","002032-505384","2025-03-20","720072","21 x 8 x 15 ATIRE RUNNER BAND BLACK TR","0"
"1335","32505385","002032-505385","2025-03-20","110012","140/55 x 9 (4.00)  ACHIEVER PLUS BLACK CLIP","0"
"1336","32505386","002032-505386","2025-03-20","102241","5.00 - 8 (3.00) ACHIEVER  (WIDE) BLACK STD","0"
"1337","32505387","002032-505387","2025-03-20","102241","5.00 - 8 (3.00) ACHIEVER  (WIDE) BLACK STD","0"
"1338","32505388","002032-505388","2025-03-20","103042","16 x 6 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1339","32505389","002032-505389","2025-03-20","103042","16 x 6 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1340","32505390","002032-505390","2025-03-20","104041","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK STD","0"
"1341","32505391","002032-505391","2025-03-20","104042","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1342","32505392","002032-505392","2025-03-20","104042","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1343","32505393","002032-505393","2025-03-20","135053","8.15 - 15 (28 x 9 - 15) (7.00) ATIRE ROCK SOLID  NM STD","0"
"1344","32505394","002032-505394","2025-03-20","135053","8.15 - 15 (28 x 9 - 15) (7.00) ATIRE ROCK SOLID  NM STD","0"
"1345","32505395","002032-505395","2025-03-20","712073","16 x 7 x 10 1/2 ATIRE RUNNER BAND NM SM","0"
"1346","32505396","002032-505396","2025-03-20","720073","21 x 8 x 15 ATIRE RUNNER BAND NM SM","0"
"1347","32505397","002032-505397","2025-03-20","720073","21 x 8 x 15 ATIRE RUNNER BAND NM SM","0"
"1348","32505398","002032-505398","2025-03-20","714073","18 x 6 x 12 1/8 ATIRE RUNNER BAND NM SM","0"
"1349","32505399","002032-505399","2025-03-20","708073","16 1/4 x 5 x 11 1/4 ATIRE RUNNER BAND NM SM","0"
"1350","32505400","002032-505400","2025-03-20","710074","16 x 5 x 10 1/2 ATIRE RUNNER BAND NM TR","0"
"1351","32505401","002032-505401","2025-03-20","711074","16 x 6 x 10 1/2 ATIRE RUNNER BAND NM TR","0"
"1352","32505402","002032-505402","2025-03-20","112162","21 x 8 - 9 (6.00)  ACHIEVER PLUS (WIDE) BLACK CLIP","0"
"1353","32505403","002032-505403","2025-03-20","118012","200/50 - 10 (6.50)  ACHIEVER PLUS BLACK CLIP","0"
"1354","32505404","002032-505404","2025-03-20","118012","200/50 - 10 (6.50)  ACHIEVER PLUS BLACK CLIP","0"
"1355","32505405","002032-505405","2025-03-20","140051","355/65 - 15 (9.75) ATIRE ROCK SOLID  BLACK STD","0"
"1356","32505406","002032-505406","2025-03-20","103163","16 x 6 - 8 (4.33)  ACHIEVER PLUS (WIDE) NM STD","0"
"1357","32505407","002032-505407","2025-03-20","103163","16 x 6 - 8 (4.33)  ACHIEVER PLUS (WIDE) NM STD","0"
"1358","32505408","002032-505408","2025-03-20","111161","6.00 - 9 (4.00) ACHIEVER PLUS (WIDE) BLACK STD","0"
"1359","32505409","002032-505409","2025-03-20","111161","6.00 - 9 (4.00) ACHIEVER PLUS (WIDE) BLACK STD","0"
"1360","32505410","002032-505410","2025-03-20","111161","6.00 - 9 (4.00) ACHIEVER PLUS (WIDE) BLACK STD","0"
"1361","32505411","002032-505411","2025-03-20","119042","6.50 - 10 (5.00) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1362","32505412","002032-505412","2025-03-20","119043","6.50 - 10 (5.00) ATIRE RUNNER SOLID  NM STD","0"
"1363","32505413","002032-505413","2025-03-20","119043","6.50 - 10 (5.00) ATIRE RUNNER SOLID  NM STD","0"
"1364","32505414","002032-505414","2025-03-20","125042","7.00 - 12 (5.00) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1365","32505415","002032-505415","2025-03-20","125042","7.00 - 12 (5.00) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1366","32505416","002032-505416","2025-03-20","125041","7.00 - 12 (5.00) ATIRE RUNNER SOLID  BLACK STD","0"
"1367","32505417","002032-505417","2025-03-20","178042","355/50 - 15 (9.75) ATIRE RUNNER SOLID BLACK CLIP","0"
"1368","32505418","002032-505418","2025-03-20","125011","7.00 - 12 (5.00)  ACHIEVER PLUS BLACK STD","0"
"1369","32505419","002032-505419","2025-03-20","125011","7.00 - 12 (5.00)  ACHIEVER PLUS BLACK STD","0"
"1370","32505420","002032-505420","2025-03-20","125011","7.00 - 12 (5.00)  ACHIEVER PLUS BLACK STD","0"
"1371","32505421","002032-505421","2025-03-20","125011","7.00 - 12 (5.00)  ACHIEVER PLUS BLACK STD","0"
"1372","32505422","002032-505422","2025-03-20","126041","23 x 10 - 12 (8.00) ATIRE RUNNER SOLID  BLACK STD","0"
"1373","32505423","002032-505423","2025-03-20","715072","18 x 7 x 12 1/8 ATIRE RUNNER BAND BLACK TR","0"
"1374","32505424","002032-505424","2025-03-20","716074","18 x 8 x 12 1/8 ATIRE RUNNER BAND NM TR","0"
"1375","32505425","002032-505425","2025-03-20","720072","21 x 8 x 15 ATIRE RUNNER BAND BLACK TR","0"
"1376","32505426","002032-505426","2025-03-20","110012","140/55 x 9 (4.00)  ACHIEVER PLUS BLACK CLIP","0"
"1377","32505427","002032-505427","2025-03-20","102241","5.00 - 8 (3.00) ACHIEVER  (WIDE) BLACK STD","0"
"1378","32505428","002032-505428","2025-03-20","102241","5.00 - 8 (3.00) ACHIEVER  (WIDE) BLACK STD","0"
"1379","32505429","002032-505429","2025-03-20","155051","12.00 - 20 (8.00) ATIRE ROCK SOLID  BLACK STD","0"
"1380","32505430","002032-505430","2025-03-20","714073","18 x 6 x 12 1/8 ATIRE RUNNER BAND NM SM","0"
"1381","32505431","002032-505431","2025-03-20","708073","16 1/4 x 5 x 11 1/4 ATIRE RUNNER BAND NM SM","0"
"1382","32505432","002032-505432","2025-03-20","710074","16 x 5 x 10 1/2 ATIRE RUNNER BAND NM TR","0"
"1383","32505433","002032-505433","2025-03-20","711074","16 x 6 x 10 1/2 ATIRE RUNNER BAND NM TR","0"
"1384","32505434","002032-505434","2025-03-20","712073","16 x 7 x 10 1/2 ATIRE RUNNER BAND NM SM","0"
"1385","32505435","002032-505435","2025-03-20","720073","21 x 8 x 15 ATIRE RUNNER BAND NM SM","0"
"1386","32505436","002032-505436","2025-03-20","720073","21 x 8 x 15 ATIRE RUNNER BAND NM SM","0"
"1387","32505437","002032-505437","2025-03-20","103163","16 x 6 - 8 (4.33)  ACHIEVER PLUS (WIDE) NM STD","0"
"1388","32505438","002032-505438","2025-03-20","103163","16 x 6 - 8 (4.33)  ACHIEVER PLUS (WIDE) NM STD","0"
"1389","32505439","002032-505439","2025-03-20","111161","6.00 - 9 (4.00) ACHIEVER PLUS (WIDE) BLACK STD","0"
"1390","32505440","002032-505440","2025-03-20","111161","6.00 - 9 (4.00) ACHIEVER PLUS (WIDE) BLACK STD","0"
"1391","32505441","002032-505441","2025-03-20","111161","6.00 - 9 (4.00) ACHIEVER PLUS (WIDE) BLACK STD","0"
"1392","32505442","002032-505442","2025-03-20","103042","16 x 6 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1393","32505443","002032-505443","2025-03-20","103042","16 x 6 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1394","32505444","002032-505444","2025-03-20","104041","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK STD","0"
"1395","32505445","002032-505445","2025-03-20","104042","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1396","32505446","002032-505446","2025-03-20","104042","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1397","32505447","002032-505447","2025-03-20","170051","14.00 - 24  (10.00) ATIRE ROCK SOLID BLACK STD","0"
"1398","32505448","002032-505448","2025-03-20","112162","21 x 8 - 9 (6.00)  ACHIEVER PLUS (WIDE) BLACK CLIP","0"
"1399","32505449","002032-505449","2025-03-20","118012","200/50 - 10 (6.50)  ACHIEVER PLUS BLACK CLIP","0"
"1400","32505450","002032-505450","2025-03-20","118012","200/50 - 10 (6.50)  ACHIEVER PLUS BLACK CLIP","0"
"1401","32505451","002032-505451","2025-03-20","135053","8.15 - 15 (28 x 9 - 15) (7.00) ATIRE ROCK SOLID  NM STD","0"
"1402","32505452","002032-505452","2025-03-20","135053","8.15 - 15 (28 x 9 - 15) (7.00) ATIRE ROCK SOLID  NM STD","0"
"1403","32505453","002032-505453","2025-03-20","119042","6.50 - 10 (5.00) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1404","32505454","002032-505454","2025-03-20","119043","6.50 - 10 (5.00) ATIRE RUNNER SOLID  NM STD","0"
"1405","32505455","002032-505455","2025-03-20","119043","6.50 - 10 (5.00) ATIRE RUNNER SOLID  NM STD","0"
"1406","32505456","002032-505456","2025-03-20","125042","7.00 - 12 (5.00) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1407","32505457","002032-505457","2025-03-20","125042","7.00 - 12 (5.00) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1408","32505458","002032-505458","2025-03-20","125041","7.00 - 12 (5.00) ATIRE RUNNER SOLID  BLACK STD","0"
"1409","32505463","002032-505463","2025-03-20","110012","140/55 x 9 (4.00)  ACHIEVER PLUS BLACK CLIP","0"
"1410","32505464","002032-505464","2025-03-20","102241","5.00 - 8 (3.00) ACHIEVER  (WIDE) BLACK STD","0"
"1411","32505465","002032-505465","2025-03-20","102241","5.00 - 8 (3.00) ACHIEVER  (WIDE) BLACK STD","0"
"1412","32505466","002032-505466","2025-03-20","715072","18 x 7 x 12 1/8 ATIRE RUNNER BAND BLACK TR","0"
"1413","32505467","002032-505467","2025-03-20","716074","18 x 8 x 12 1/8 ATIRE RUNNER BAND NM TR","0"
"1414","32505468","002032-505468","2025-03-20","720072","21 x 8 x 15 ATIRE RUNNER BAND BLACK TR","0"
"1415","32505469","002032-505469","2025-03-20","714073","18 x 6 x 12 1/8 ATIRE RUNNER BAND NM SM","0"
"1416","32505470","002032-505470","2025-03-20","708073","16 1/4 x 5 x 11 1/4 ATIRE RUNNER BAND NM SM","0"
"1417","32505471","002032-505471","2025-03-20","710074","16 x 5 x 10 1/2 ATIRE RUNNER BAND NM TR","0"
"1418","32505472","002032-505472","2025-03-20","711074","16 x 6 x 10 1/2 ATIRE RUNNER BAND NM TR","0"
"1419","32505473","002032-505473","2025-03-20","178042","355/50 - 15 (9.75) ATIRE RUNNER SOLID BLACK CLIP","0"
"1420","32505474","002032-505474","2025-03-20","126041","23 x 10 - 12 (8.00) ATIRE RUNNER SOLID  BLACK STD","0"
"1421","32505475","002032-505475","2025-03-20","720073","21 x 8 x 15 ATIRE RUNNER BAND NM SM","0"
"1422","32505476","002032-505476","2025-03-20","720073","21 x 8 x 15 ATIRE RUNNER BAND NM SM","0"
"1423","32505477","002032-505477","2025-03-20","104042","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1424","32505478","002032-505478","2025-03-20","103042","16 x 6 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1425","32505479","002032-505479","2025-03-20","103042","16 x 6 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1426","32505480","002032-505480","2025-03-20","104041","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK STD","0"
"1427","32505481","002032-505481","2025-03-20","104042","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1428","32505482","002032-505482","2025-03-20","111161","6.00 - 9 (4.00) ACHIEVER PLUS (WIDE) BLACK STD","0"
"1429","32505483","002032-505483","2025-03-20","103163","16 x 6 - 8 (4.33)  ACHIEVER PLUS (WIDE) NM STD","0"
"1430","32505484","002032-505484","2025-03-20","103163","16 x 6 - 8 (4.33)  ACHIEVER PLUS (WIDE) NM STD","0"
"1431","32505485","002032-505485","2025-03-20","111161","6.00 - 9 (4.00) ACHIEVER PLUS (WIDE) BLACK STD","0"
"1432","32505486","002032-505486","2025-03-20","111161","6.00 - 9 (4.00) ACHIEVER PLUS (WIDE) BLACK STD","0"
"1433","32505487","002032-505487","2025-03-20","110012","140/55 x 9 (4.00)  ACHIEVER PLUS BLACK CLIP","0"
"1434","32505488","002032-505488","2025-03-20","102241","5.00 - 8 (3.00) ACHIEVER  (WIDE) BLACK STD","0"
"1435","32505489","002032-505489","2025-03-20","102241","5.00 - 8 (3.00) ACHIEVER  (WIDE) BLACK STD","0"
"1436","32505490","002032-505490","2025-03-20","112162","21 x 8 - 9 (6.00)  ACHIEVER PLUS (WIDE) BLACK CLIP","0"
"1437","32505491","002032-505491","2025-03-20","118012","200/50 - 10 (6.50)  ACHIEVER PLUS BLACK CLIP","0"
"1438","32505492","002032-505492","2025-03-20","118012","200/50 - 10 (6.50)  ACHIEVER PLUS BLACK CLIP","0"
"1439","32505493","002032-505493","2025-03-20","119042","6.50 - 10 (5.00) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1440","32505494","002032-505494","2025-03-20","119043","6.50 - 10 (5.00) ATIRE RUNNER SOLID  NM STD","0"
"1441","32505495","002032-505495","2025-03-20","119043","6.50 - 10 (5.00) ATIRE RUNNER SOLID  NM STD","0"
"1442","32505496","002032-505496","2025-03-20","714073","18 x 6 x 12 1/8 ATIRE RUNNER BAND NM SM","0"
"1443","32505497","002032-505497","2025-03-20","708073","16 1/4 x 5 x 11 1/4 ATIRE RUNNER BAND NM SM","0"
"1444","32505498","002032-505498","2025-03-20","710074","16 x 5 x 10 1/2 ATIRE RUNNER BAND NM TR","0"
"1445","32505499","002032-505499","2025-03-20","711074","16 x 6 x 10 1/2 ATIRE RUNNER BAND NM TR","0"
"1446","32505500","002032-505500","2025-03-20","715072","18 x 7 x 12 1/8 ATIRE RUNNER BAND BLACK TR","0"
"1447","32505501","002032-505501","2025-03-20","716074","18 x 8 x 12 1/8 ATIRE RUNNER BAND NM TR","0"
"1448","32505502","002032-505502","2025-03-20","720072","21 x 8 x 15 ATIRE RUNNER BAND BLACK TR","0"
"1449","32505503","002032-505503","2025-03-20","125042","7.00 - 12 (5.00) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1450","32505504","002032-505504","2025-03-20","125042","7.00 - 12 (5.00) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1451","32505505","002032-505505","2025-03-20","125041","7.00 - 12 (5.00) ATIRE RUNNER SOLID  BLACK STD","0"
"1452","32505506","002032-505506","2025-03-20","103042","16 x 6 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1453","32505507","002032-505507","2025-03-20","103042","16 x 6 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1454","32505508","002032-505508","2025-03-20","104041","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK STD","0"
"1455","32505509","002032-505509","2025-03-20","104042","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1456","32505510","002032-505510","2025-03-20","104042","18 x 7 - 8 (4.33) ATIRE RUNNER SOLID  BLACK CLIP","0"
"1457","32505511","002032-505511","2025-03-20","135053","8.15 - 15 (28 x 9 - 15) (7.00) ATIRE ROCK SOLID  NM STD","0"
"1458","32505512","002032-505512","2025-03-20","135053","8.15 - 15 (28 x 9 - 15) (7.00) ATIRE ROCK SOLID  NM STD","0"
"1459","32505513","002032-505513","2025-03-20","103163","16 x 6 - 8 (4.33)  ACHIEVER PLUS (WIDE) NM STD","0"
"1460","32505514","002032-505514","2025-03-20","103163","16 x 6 - 8 (4.33)  ACHIEVER PLUS (WIDE) NM STD","0"
"1461","32505515","002032-505515","2025-03-20","111161","6.00 - 9 (4.00) ACHIEVER PLUS (WIDE) BLACK STD","0"
"1462","32505516","002032-505516","2025-03-20","111161","6.00 - 9 (4.00) ACHIEVER PLUS (WIDE) BLACK STD","0"
"1463","32505517","002032-505517","2025-03-20","111161","6.00 - 9 (4.00) ACHIEVER PLUS (WIDE) BLACK STD","0"
"1464","32505518","002032-505518","2025-03-20","720073","21 x 8 x 15 ATIRE RUNNER BAND NM SM","0"
"1465","32505519","002032-505519","2025-03-20","720073","21 x 8 x 15 ATIRE RUNNER BAND NM SM","0"
"1468","0","32505032","2025-03-19","738073","28 x 12 x 22 ATIRE RUNNER BAND NM SM","0"
